Satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Food and drink,Gate location,Inflight entertainment,Ease of Online booking,Baggage handling,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1229,3,3,1,3,1,5,1,110,95
satisfied,Female,Loyal Customer,70,Personal Travel,Business,248,5,3,3,5,5,3,5,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,995,5,5,5,5,5,3,5,2,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1943,3,3,1,3,2,4,2,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1009,1,3,1,4,5,5,4,1,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1725,1,1,1,1,5,5,3,34,35
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,252,2,2,2,5,5,5,4,36,25
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1787,3,3,1,3,5,4,5,4,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1398,5,5,5,4,5,5,4,2,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1706,3,3,1,3,3,5,3,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1462,3,3,1,3,3,1,3,24,24
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,256,5,5,5,2,5,5,5,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,252,2,3,2,5,5,5,4,0,15
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,238,2,2,2,4,5,5,4,55,48
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1530,5,5,5,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1446,3,3,1,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1361,3,3,1,3,2,5,2,18,14
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1533,3,3,3,5,5,5,4,4,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1292,3,3,1,3,1,5,1,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,230,4,4,4,4,5,5,5,0,3
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1986,3,3,1,3,2,4,2,0,0
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1710,4,4,4,5,5,5,3,0,0
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,240,2,2,2,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1394,3,3,1,3,2,5,2,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1666,3,3,1,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1511,3,3,1,3,5,4,5,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1617,3,3,1,3,3,3,3,0,15
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1386,3,3,1,3,5,5,5,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1119,4,4,4,4,5,5,3,15,16
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,220,4,4,4,5,5,4,5,7,9
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,244,4,4,4,5,5,5,3,2,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1318,3,3,1,3,1,2,1,0,2
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,992,3,3,1,3,4,4,4,26,15
dissatisfied,Female,Loyal Customer,43,Personal Travel,Eco,1859,3,3,1,5,4,5,5,253,245
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1991,5,5,5,4,5,5,5,87,86
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1285,1,1,1,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,29,Personal Travel,Business,1081,3,3,1,3,3,5,3,89,111
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1616,3,3,1,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1352,3,3,1,3,5,4,5,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,217,5,3,1,5,5,3,5,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1690,5,3,1,5,5,3,5,12,7
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1917,5,5,4,5,5,2,5,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1935,3,3,1,3,1,5,1,0,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1456,3,3,1,3,5,4,5,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1085,5,1,1,5,5,5,5,6,4
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,205,3,3,3,5,5,5,5,26,17
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,91,3,3,3,4,5,5,4,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1574,5,5,5,4,5,5,3,0,2
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1496,3,3,1,3,2,5,2,25,11
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1784,3,3,1,3,5,4,5,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1286,3,3,1,3,5,5,5,8,8
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1575,1,1,1,1,5,5,3,0,5
dissatisfied,Female,Loyal Customer,31,Personal Travel,Eco,1963,3,3,1,1,5,4,1,183,165
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1882,1,1,1,4,5,5,5,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1599,1,1,1,3,5,5,4,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1400,5,5,5,4,5,5,5,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,929,1,1,1,4,5,5,4,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1779,2,2,2,4,5,5,1,2,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1018,2,2,2,5,5,5,3,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,75,1,1,1,5,5,5,5,0,10
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1660,3,3,1,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1284,,3,1,3,3,5,3,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1020,5,4,4,5,5,4,5,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1693,5,5,5,5,5,5,5,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,79,1,1,1,4,5,5,5,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1363,2,1,2,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,3778,3,3,2,3,3,5,3,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,3955,3,3,3,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,3692,3,3,2,3,1,3,1,0,1
dissatisfied,Male,Loyal Customer,24,Personal Travel,Business,4382,3,3,2,4,4,5,4,14,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,3610,2,2,2,4,5,5,5,3,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,4072,1,1,1,4,5,5,5,2,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,2579,1,1,1,5,5,5,5,6,0
satisfied,Female,Loyal Customer,20,Personal Travel,Business,4104,3,3,3,5,5,5,5,15,2
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,4182,4,4,4,4,5,5,3,7,37
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,3532,3,3,2,3,1,5,1,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,3622,3,3,3,4,5,5,4,0,11
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,2551,4,4,4,4,5,5,4,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Business,2510,4,4,4,5,5,5,5,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,3588,2,2,2,4,5,5,3,0,5
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,2506,3,3,3,1,5,5,3,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,2484,3,3,3,4,5,5,5,0,46
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3347,3,3,3,5,5,5,3,42,84
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,3312,5,3,5,5,5,5,2,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,4103,1,1,1,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Business,2321,3,3,2,4,1,3,5,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,2287,2,2,2,5,5,5,5,31,129
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,3804,5,3,3,5,5,3,5,5,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,2245,5,4,1,5,5,4,5,0,0
dissatisfied,Female,Loyal Customer,70,Personal Travel,Eco,3878,3,3,2,1,4,3,1,207,176
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,3438,3,3,2,3,1,4,1,0,0
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,3305,4,3,4,4,5,5,4,97,85
dissatisfied,Female,Loyal Customer,23,Personal Travel,Eco,3673,3,3,2,5,4,5,5,183,181
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,3151,3,3,2,3,1,4,1,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2787,3,3,2,3,3,4,3,4,65
dissatisfied,Male,Loyal Customer,12,Personal Travel,Business,3565,3,3,2,3,5,5,5,0,19
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,3086,2,2,2,5,5,5,4,22,12
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,2024,3,3,3,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,3149,3,3,2,3,3,2,3,7,2
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,3210,3,3,2,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,3589,3,3,2,3,4,5,4,1,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,3485,3,3,2,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,3811,3,3,2,3,1,4,1,0,7
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2715,3,3,2,3,5,1,5,30,29
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2899,1,1,1,4,5,5,4,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2990,3,4,3,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,3195,3,3,2,3,3,3,3,18,2
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2468,4,4,4,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,3333,3,3,2,3,2,5,2,32,9
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,2625,3,3,2,3,2,3,2,68,93
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,3345,3,3,3,5,5,5,5,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,3217,4,4,4,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,3040,3,3,2,3,4,4,4,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1710,3,3,3,5,5,5,4,0,0
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2648,1,1,1,4,5,5,5,0,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2843,5,5,5,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2715,3,3,2,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2460,3,3,2,3,3,5,3,45,18
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,3062,3,3,2,3,2,3,2,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2937,4,4,4,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,3188,3,3,2,3,2,4,2,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2498,4,4,4,4,5,5,4,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,1568,3,3,3,5,5,5,3,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,3240,2,2,2,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,2713,3,3,2,3,1,5,1,25,31
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1537,3,3,3,4,5,5,4,6,9
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,1559,3,3,3,4,5,5,4,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2500,5,5,5,5,5,1,5,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,1544,5,5,5,1,5,5,5,4,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,1537,2,2,2,5,5,5,5,93,87
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2955,3,3,2,3,1,5,1,30,24
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,2526,4,4,4,5,5,5,3,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2438,1,1,1,4,5,5,4,0,8
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,3215,3,3,2,3,1,5,1,0,6
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2579,3,3,2,3,3,4,3,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,1501,5,5,5,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,3180,3,3,2,3,2,5,2,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,1481,2,2,2,4,5,5,4,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,1454,4,4,4,5,5,5,5,19,12
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,1466,5,5,5,4,5,5,4,14,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,1486,5,5,5,4,5,5,5,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2649,1,5,1,4,5,5,5,0,0
dissatisfied,Female,Loyal Customer,68,Personal Travel,Eco,3152,3,3,2,4,4,4,4,213,186
satisfied,Female,Loyal Customer,44,Personal Travel,Business,1434,5,5,5,4,5,5,5,0,0
satisfied,Female,Loyal Customer,27,Personal Travel,Business,2732,4,4,4,5,5,5,4,12,21
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2986,1,1,1,4,5,5,3,1,4
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2511,5,5,5,3,5,5,1,1,0
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,3010,3,3,2,3,1,5,1,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2749,3,3,2,3,2,5,2,8,1
dissatisfied,Male,Loyal Customer,37,Personal Travel,Business,1364,3,3,2,5,2,2,5,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2651,1,1,1,5,5,4,5,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,1313,4,4,4,5,5,5,5,2,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Business,2628,3,3,2,3,2,5,2,0,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1963,3,3,2,3,4,4,4,0,0
satisfied,Female,Loyal Customer,50,Personal Travel,Business,1325,5,5,5,5,5,5,5,0,4
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2360,5,5,5,4,5,5,3,0,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2584,5,5,5,4,5,5,4,5,13
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,2496,3,3,2,3,1,4,1,28,36
satisfied,Female,Loyal Customer,37,Personal Travel,Business,1290,1,1,1,4,5,5,3,65,90
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,1254,3,3,3,4,5,5,5,0,13
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2776,3,3,2,3,2,4,2,7,30
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,2382,3,3,2,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2471,3,3,2,3,4,4,4,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2410,2,2,2,5,5,5,4,42,45
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2621,5,1,1,5,5,3,5,0,7
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2211,3,3,2,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2360,3,3,2,3,4,4,4,17,3
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,2392,5,2,2,5,5,3,5,11,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2390,3,3,2,3,3,4,3,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2958,4,4,4,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2452,3,3,2,3,2,1,2,0,21
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,1219,5,5,5,4,5,5,4,59,48
dissatisfied,Male,Loyal Customer,66,Personal Travel,Business,1220,3,3,2,4,1,1,5,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2591,3,3,2,3,4,,4,76,61
satisfied,Female,Loyal Customer,42,Personal Travel,Business,1237,4,4,4,5,5,4,5,26,29
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,2096,5,5,5,5,5,5,4,0,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,1193,1,1,1,4,5,5,5,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,1207,5,,5,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2739,3,,2,3,2,5,2,0,8
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2713,3,3,2,3,2,5,2,4,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1171,5,5,5,5,5,3,5,0,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,1169,1,1,1,5,5,5,5,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2187,1,1,1,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,2038,3,3,2,3,3,5,3,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2656,3,3,2,3,3,5,3,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,2712,3,3,2,3,5,3,5,0,7
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,3017,3,3,,3,5,3,5,13,1
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,2406,3,3,2,3,3,3,3,14,15
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2809,3,3,2,3,,4,4,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,1137,4,4,4,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2356,3,3,2,3,3,4,3,8,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,1168,4,4,4,3,5,5,1,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2319,1,1,1,5,5,5,4,45,30
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2977,3,3,2,3,5,5,5,81,63
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2512,3,3,2,3,4,5,4,6,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,2605,5,5,5,3,5,5,5,23,10
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2517,3,3,2,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Business,1095,3,3,2,1,2,2,2,102,114
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2416,3,3,2,3,4,1,4,0,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,1132,2,4,2,5,5,5,4,3,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,1098,4,4,4,5,5,4,5,3,6
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2820,3,3,2,3,3,5,3,15,18
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2466,3,3,2,3,5,1,5,0,8
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2048,3,3,2,3,1,5,1,18,0
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1971,3,3,2,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2000,3,3,2,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2926,3,3,2,3,5,2,5,0,3
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,1073,4,4,4,3,5,5,1,18,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2812,2,2,2,5,5,5,4,25,19
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,1084,5,3,3,5,5,4,5,16,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2342,3,3,2,3,3,4,3,51,81
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2336,4,4,4,5,5,5,4,0,9
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2488,3,3,2,3,4,5,4,0,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2366,1,1,1,5,5,5,3,40,30
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,1054,2,2,2,4,5,5,3,76,59
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,2595,3,3,2,3,3,4,3,122,93
dissatisfied,Male,Loyal Customer,25,Personal Travel,Business,2113,3,3,2,3,5,4,5,0,6
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,2642,3,3,2,2,4,5,2,158,156
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2717,3,3,2,3,4,4,4,0,0
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2621,3,3,2,3,2,5,2,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1922,1,1,1,4,5,5,3,18,3
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2203,5,5,5,5,5,1,5,47,103
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,1072,5,4,4,5,5,2,5,13,4
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2879,5,2,2,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2819,3,3,2,3,1,1,1,10,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2166,3,3,2,3,2,2,2,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Business,1829,3,3,2,3,2,2,2,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2567,3,3,2,3,3,4,3,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,2070,4,3,4,4,5,5,3,126,112
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1996,3,3,2,3,3,5,3,76,116
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2292,3,3,2,3,3,5,3,0,8
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2336,5,5,5,4,5,5,5,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1039,5,5,5,5,5,5,4,0,10
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,1041,4,4,4,4,5,5,5,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,1007,4,4,4,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2063,3,3,2,3,1,4,1,48,29
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2327,4,4,4,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2666,3,3,2,3,3,5,3,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2063,3,3,2,3,3,5,3,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,1032,3,3,3,5,5,5,4,0,0
satisfied,Female,Loyal Customer,,Personal Travel,Eco,989,3,3,3,5,5,5,4,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1948,1,5,1,1,5,5,1,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2332,3,3,2,3,4,5,4,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2438,3,3,2,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2544,3,3,2,2,4,5,2,142,136
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2568,3,3,2,3,1,4,1,20,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1809,3,3,2,3,3,5,3,2,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,2587,3,3,3,3,5,5,3,0,52
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,1008,5,3,3,5,5,4,5,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,975,5,2,2,5,5,2,5,1,0
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,979,4,4,4,4,5,5,3,9,12
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,992,3,3,3,5,5,5,5,0,0
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2421,1,1,1,5,5,5,3,0,26
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2160,3,3,2,3,5,4,5,23,59
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1812,3,3,2,3,3,4,3,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,974,1,1,1,5,5,5,4,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2395,4,4,4,1,5,5,1,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1914,3,3,2,3,5,5,5,0,
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2448,3,3,2,3,3,4,3,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Business,967,4,4,4,2,5,5,1,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2416,5,5,5,4,5,5,4,1,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2299,5,5,5,5,5,5,3,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,964,5,5,5,1,5,5,1,9,4
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2714,1,4,1,1,5,5,2,0,7
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,974,5,5,5,5,5,5,5,16,1
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,928,4,4,4,4,5,5,3,9,24
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1587,3,3,2,3,3,4,3,2,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,955,5,5,5,3,5,5,3,28,19
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2592,3,3,2,3,4,5,4,11,9
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2004,3,3,2,3,5,4,5,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2224,3,3,2,3,5,1,5,0,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1843,3,3,2,3,5,4,5,10,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1961,4,4,4,4,5,5,5,19,17
